Feature,Feature2,Peak.Duration,Vehicle.Speed..mph.,Peak.Z.Accel,Peak.Lat.Accel,Peak.Long.Accel,Front.Slip,Right.Slip,Left.Slip,Direction,MLT1.Feature,MLT2.Feature,File,Date,,,,,,,,,,,,
B1,P1,0.107,56.2307440071998,2.70373047088508,0.879049375277927,0.983433067420915,0.769343452674082,0.140454188768883,1.10811248426016,Left3,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B1,P1,0.107,59.7736571479687,2.89320656268267,0.220225557537278,0.216196778562197,0.840226405256473,0.118448867117976,0.865699487733565,Left3,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B1,P1,0.112,59.2726838833079,2.89578047775344,1.33194251009332,0.856456277015235,0.931431892299261,0.133431091870812,0.886019272301122,Left3,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B1,P1,0.114,61.7288470092365,3.03033307934606,0.630712500908631,1.1313147085153,1.01849844070521,0.115007850621815,1.38521879502019,Left1,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B2,P2,0.978,5.89172731122197,1.46651635595185,1.28916339541473,0.434274443743694,0.577919983906565,0.15865511377398,0.517099224209212,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B2,P2,0.72,6.88754788479028,1.50164119097756,1.38911322995451,1.28381112180607,0.709964152591908,0.11108214746594,0.679835430212897,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B2,P2,1.078,8.28212908803551,1.62625950502478,1.25845370768815,0.958491726329938,1.04390560121417,0.252523600560236,0.972940544452406,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B2,P2,0.982,9.17650925695436,1.62599854180723,1.39888174865148,1.36994354476039,1.01405193391967,0.160816860843723,1.09454416430405,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B2,P2,0.932,10.1309989129723,1.6686495848892,1.57116878587139,1.42907503495064,0.780797670715828,0.184327819509109,0.836129503509039,Left1,Type1,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B2,P2,0.896,10.4736317421156,1.75068601653169,1.49671398747931,1.53890786711881,0.994153519917523,0.164001544828427,0.995377733214363,Left1,Type1,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B2,P2,0.719,12.4327951816609,1.77877700811915,2.21275767668446,2.3687443600474,1.32955867335623,0.202043289544818,1.28321288268653,Left1,Type1,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B2,P2,0.674,13.2116007773114,1.83682358452408,2.29843646268027,2.59799738293333,1.42675323024683,0.233172502106116,1.34388613734474,Left1,Type2,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B2,P2,0.659,13.5515940814416,1.77929058393413,2.65915715811638,2.28162251248752,1.44514772230066,0.286997989191077,1.3610065657823,Left1,Type2,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B2,P2,0.569,15.1678832557796,1.7100552584869,2.79265862091995,2.12093328072181,1.37201080286275,0.338632678714839,1.40769152062029,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B2,P2,0.592,15.0557783435377,1.66108941821723,2.0186479225747,2.58713895459283,1.44985598140697,0.296113993683725,1.51084559307909,Left1,Type2,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B2,P2,0.433,17.4515918507038,1.76391979186509,1.28132819388529,1.25523419069918,1.08553253331501,0.155181686677242,1.02931785160391,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B2,P2,0.473,17.8461964223168,1.88164715440811,1.53149797177608,1.41435291230232,1.03245898282373,0.200915827860493,0.932280915391111,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B2,P2,0.502,19.2024093120037,1.91909568604614,0.94846704429151,1.59168171614545,0.746092783827876,0.223715059403202,0.862609371181925,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B2,P2,0.485,19.8372003716166,2.03218525900827,1.55611371336686,1.03983188482982,0.516628015769665,0.159468101473095,0.958469559204702,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B2,P2,0.427,21.5874451212316,2.07942059954691,1.09013500821666,1.30423075206971,0.623282447923721,0.221991034316695,0.803276626544178,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B2,P2,0.387,25.1984458178808,2.18689870456558,1.52797684334052,2.55633342134451,0.975555684729418,0.412685570222578,1.11312617366448,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B2,P2,0.407,21.8725534097538,1.94549199368709,1.25036342056701,1.602153432751,0.611127099894145,0.211712604722294,0.797857572789723,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B2,P2,0.389,23.815215558126,2.00062777699556,1.48430023637008,1.11443821133311,0.742299009533669,0.360328889825863,0.811555032739739,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B2,P2,0.398,24.540484245204,2.0763299489745,1.06541658735373,2.21772569116331,0.746818828553856,0.290866294689841,0.733683198967029,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B2,P2,0.407,26.8964105164931,2.19994292645602,2.08606289172154,1.59108232204152,0.80667548723658,0.210772962794853,0.99888787833465,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B2,P2,0.411,24.8632584955498,2.175071287917,1.70120230287739,2.13826176311756,0.737295591385451,0.366030871106483,0.787865648708657,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B2,P2,0.48,22.9072194390472,2.00514988996429,1.3039138299836,2.5507464101757,0.697900941102021,0.502599087526171,0.930306478549133,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B2,P2,0.397,27.721766945786,2.36989193151217,1.72997729532332,1.96229745141727,0.990114440473688,0.223715583869689,1.1820858880055,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B2,P2,0.4,28.5915386415004,2.4471726992902,1.16713394049408,2.00137102982828,0.870961175733235,0.196452037739847,1.47947102704466,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B2,P2,0.377,28.9912695580554,2.42067285679792,2.22323519631865,2.33898882939491,0.971147782243399,0.215417088651714,1.84228559087625,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B2,P2,0.32,31.3687979166455,2.85139455655523,2.39993771509401,2.96112950723125,1.31535734642432,0.199822142913198,2.91524138376349,Left1,Type1,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B2,P2,0.341,32.3940462811581,2.66907403142423,2.33028573784113,2.05107578683122,1.58557625387723,0.176536588176834,3.65016279367096,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B2,P2,0.353,31.8170598856939,2.84333907377713,2.50171451580158,2.27185545897169,1.26165382183792,0.222032779191269,3.28066268065517,Left1,Type1,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B2,P2,0.35,33.2932881777609,2.96989625386958,2.27261001675353,2.03844109103925,1.65058996344519,0.359178508103851,3.60328788412793,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B2,P2,0.315,35.9077836967815,3.2493977397884,2.71119065365039,3.23640048422771,2.11229907541723,0.29918961174031,4.81757410979112,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B2,P2,0.316,36.4531807100806,3.08349691472386,2.87673346106589,2.63007287206585,1.93450431877618,0.356016326312634,4.15288050785802,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B2,P2,0.319,35.2703739179025,2.99253358077367,2.86780927849592,2.62673888301155,1.84746421588683,0.512289401966398,4.46410879693032,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B2,P2,0.311,37.5351177986568,3.13682138868699,3.21341603165436,2.8515843351094,2.20466522565711,0.367979816156989,4.81515062773947,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B2,P2,0.311,37.4831665500274,3.10690382452893,2.85681596708802,3.06413074540359,1.8794204933032,0.422574105334512,4.10911299557493,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B2,P2,0.309,38.2920310257639,3.08294605816197,2.485968825618,3.47347695091441,2.22239269856816,0.515256938206282,4.54669148360578,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B2,P2,0.31,39.0572489721452,3.21699227144861,2.95034207642826,2.35047325193484,2.10112745946475,0.568100643106229,4.62135956441342,Left1,Type2,N/A,Cal_EL1000Avg_4044,20180709,,,,,,,,,,,,
B2,P2,0.302,40.6261689292744,3.14863424946402,2.06106109814308,2.08792068712151,1.79504770316607,0.264478059000597,4.10730194297257,Left1,Type2,N/A,Cal_EL1000Avg_4044,20180709,,,,,,,,,,,,
B2,P2,0.268,45.05698493509,3.61038295346094,3.34326764063457,3.49163230693822,2.31009321257125,0.284067236333107,3.14398726402567,Left1,Type2,N/A,Cal_EL1000Avg_4044,20180709,,,,,,,,,,,,
B2,P2,0.275,43.9566583429688,3.58867556317388,2.78207192922036,1.85272610106336,2.48077259668079,0.326184909552842,2.92972188540262,Left1,Type2,N/A,Cal_EL1000Avg_4044,20180709,,,,,,,,,,,,
B2,P2,0.275,42.8299956361386,3.29470396911872,2.90837088806995,2.79452703385755,1.97821482779451,0.321601394725143,3.77154728259839,Left1,Type2,N/A,Cal_EL1000Avg_4044,20180709,,,,,,,,,,,,
B2,P2,0.257,47.0498248015124,3.17571042823849,1.93317622618532,2.00935879092835,2.46870700742047,0.327145573943356,2.74758671244298,Left1,Type2,N/A,Cal_EL1000Avg_4549,20180709,,,,,,,,,,,,
B2,P2,0.244,47.3146153776835,3.09140617294875,2.16894774290957,2.3212799595628,2.197801422539,0.22584459508863,2.30402085391023,Left1,Type2,N/A,Cal_EL1000Avg_4549,20180709,,,,,,,,,,,,
B2,P2,0.251,46.2195336494565,3.35499781054417,2.66134429377914,3.27657290069861,1.97979009956908,0.19711439508865,2.49042108110355,Left1,Type2,N/A,Cal_EL1000Avg_4549,20180709,,,,,,,,,,,,
B2,P2,0.218,49.6873821396693,3.40857847893586,1.37968825443751,1.74226837187982,1.58521511458901,0.228613647589466,1.75092446110835,Left1,Type1,N/A,Cal_EL1000Avg_4549,20180709,,,,,,,,,,,,
B2,P2,0.215,51.3368233883102,3.45181718632084,1.77910480268719,2.05164054293761,1.38973127242846,0.353003243813086,1.52190805516104,Left1,Type1,N/A,Cal_EL1000Avg_4549,20180709,,,,,,,,,,,,
B2,P2,0.238,49.0967178668091,3.56949496150459,1.85841108378044,1.50956126710539,1.45367641944078,0.262734532619701,1.7287602361107,Left1,Type1,N/A,Cal_EL1000Avg_5054,20180709,,,,,,,,,,,,
B2,P2,0.197,53.0878704325331,3.22448015658295,1.23547946389247,1.92724769354292,1.07164346365817,0.421566744524568,1.42133316175329,Left1,Type1,N/A,Cal_EL1000Avg_5054,20180709,,,,,,,,,,,,
B2,P2,0.221,51.2522217391098,3.29705364256153,1.900143812319,1.37647303391342,1.4854115755438,0.142390570208882,1.80107376274535,Left1,Type1,N/A,Cal_EL1000Avg_5054,20180709,,,,,,,,,,,,
B2,P2,0.219,51.860385990162,3.10909122397147,1.65426244309532,2.53109903701942,1.30080280488213,0.108354261416915,1.68343014255991,Left1,Type1,N/A,Cal_EL1000Avg_5054,20180709,,,,,,,,,,,,
B2,P2,0.217,53.3659634919449,3.16826414162574,1.59967181856561,3.58524266738955,0.913176358217749,0.229355825375845,1.89598003866546,Left1,Type1,N/A,Cal_EL1000Avg_5054,20180709,,,,,,,,,,,,
B2,P2,0.177,54.5003344617244,3.03494080371282,1.50932934134605,1.54843825846338,1.28730719823373,0.191186706642905,1.49360387133963,Left1,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B2,P2,0.178,55.7985862224432,2.88490818897201,1.93934720877839,1.5334250630548,1.30509868825541,0.161182410944589,1.75931163246418,Left1,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B2,P2,0.155,56.6181943535466,2.75940490052117,2.06766671451578,1.32242193457415,1.04422690003924,0.165763423460473,1.53672256938546,Left1,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B2,P2,0.145,59.200518276917,2.85806482221799,1.62336322443475,1.83536329753602,1.09260542816955,0.292816096332591,2.00946685839984,Left1,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B2,P2,0.144,59.0386430125923,2.9106709943638,1.012589055263,1.76901232068153,0.914705671060309,0.164821250799948,1.1505443498689,Left3,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B2,P2,0.164,61.2804123638834,2.86063313820155,0.727031238852622,1.63374589830107,0.651509693311917,0.223613426187252,1.24599042146999,Left1,Type1,N/A,Cal_EL1000Avg_5560,20180709,,,,,,,,,,,,
B3,P3,1.153,4.4782629765958,1.76522985323034,1.42085708068768,0.615868759488888,0.593924294022694,0.0821236764903001,0.532997567033065,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B3,P3,1.042,6.37916299455982,1.90348906707775,1.66149838474004,0.900957935496255,0.753918985586483,0.151884502291788,0.744223252756355,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B3,P3,1.41,7.2002899738861,2.04119798467418,1.60791190117,0.823372574220737,1.00553613742937,0.204596507113521,0.964227730874701,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B3,P3,1.382,7.61341676558771,2.04383959791179,1.95948767827698,1.80062173836064,1.07693993991221,0.241769957475353,1.07436187049099,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B3,P3,1.27,9.09780295334353,2.16809911364576,1.94841945656194,1.47168681579336,1.19210394686615,0.192623659359533,1.23750074912509,Left1,Type1,N/A,Cal_EL1000Avg_49,20180709,,,,,,,,,,,,
B3,P3,1.177,9.91358166311883,2.09724882210062,2.26857189561433,1.33229643704934,1.01769009041691,0.145498292292513,0.983775455086303,Left1,Type1,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B3,P3,0.91,10.5673461298313,2.18974194309388,2.56682908665166,0.90455056663211,1.12706604841636,0.159345412231047,1.0784168034689,Left1,Type1,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B3,P3,0.895,11.2679799852153,2.23606328700286,2.44938927267046,1.73376250428853,1.38908960215417,0.299143188792114,1.30311010938565,Left1,Type1,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B3,P3,0.639,13.3189732495825,2.41882620471704,2.89582670863823,2.07924070780804,1.87818393609631,0.451335341042723,1.83178407455669,Left4,Type2,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B3,P3,0.595,13.550652580133,2.3788248680166,2.86494396580005,2.2481157974693,1.90422437869726,0.431700952627422,1.9367568714552,Left4,Type2,N/A,Cal_EL1000Avg_1014,20180709,,,,,,,,,,,,
B3,P3,0.487,14.8766543337471,2.4540917997098,3.2416131701372,2.98726795353299,2.09348157981772,0.354132676703122,2.08282913628571,Left1,Type2,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B3,P3,0.552,16.2188577433211,2.05195166031912,2.93530882323944,2.35638581094464,1.64827936317651,0.382841322672384,1.62674146477617,Left1,Type2,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B3,P3,0.546,17.175859060617,2.19456159915734,2.02067517518459,1.93797020417133,1.2632405275164,0.175527714286363,1.26537589193886,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B3,P3,0.538,17.8763134223569,2.26521951394411,2.00794007957656,1.53844531541758,1.03781749191009,0.250184814451968,0.924560629519018,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B3,P3,0.554,18.7708471851461,2.300202459036,1.47123097134385,1.2959934247156,0.734660221419904,0.217345527847505,1.24157523007106,Left1,Type1,N/A,Cal_EL1000Avg_1519,20180709,,,,,,,,,,,,
B3,P3,0.526,19.781777185165,2.32092175653303,1.46060130751861,0.784527371411833,0.87525603183491,0.19049429501644,0.849675079327817,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B3,P3,0.503,21.5726208092551,2.53778228825325,2.10047979305387,2.09735838656544,0.812410971360642,0.31970938908153,1.07384160016079,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B3,P3,0.497,25.0847809928659,2.83239241459431,2.34345520717243,2.52449122145236,1.05478277445409,0.436123550909646,1.63803697886475,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B3,P3,0.494,21.725226871214,2.56957883000994,2.43774592550795,1.62547291492804,1.04751894854898,0.435835401478562,1.30460366470614,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B3,P3,0.464,23.1361115262794,2.64086552600103,2.4414267069846,2.26346412259502,0.992594787354131,0.494683945406669,1.77702428840615,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B3,P3,0.472,23.2261512381876,2.68450415558498,2.13444509725197,1.48537685665265,1.06325222012957,0.295123363592497,1.35633273177565,Left1,Type1,N/A,Cal_EL1000Avg_2024,20180709,,,,,,,,,,,,
B3,P3,0.422,26.0014775213451,2.74619449557547,2.66669436098068,3.77131847925351,1.53108355263474,0.452616228061807,2.1712618059181,Left1,Type2,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B3,P3,0.433,25.0999230617308,2.67575538084606,2.17657099860585,2.77014915718741,1.17265513336288,0.562342888153981,1.94519549141657,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B3,P3,0.489,25.5608821501195,2.81920182415644,2.48067290976946,2.33600295145339,0.853273653799612,0.276249878483629,2.36312800550526,Left1,Type1,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B3,P3,0.412,27.3550536857157,3.06165068875238,2.57098010357471,3.46506317635464,1.58183655035642,0.456401444666708,2.37915817870778,Left1,Type2,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B3,P3,0.37,28.003013964143,3.25321207866837,4.05426592517977,2.75269473087521,1.73557225811061,0.395830611956275,2.27926056486321,Left1,Type2,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B3,P3,0.371,28.8291871695312,3.65849201798198,3.43339800148281,3.49063969178,1.57912116592843,0.341158249914375,2.42581001599444,Left1,Type2,N/A,Cal_EL1000Avg_2529,20180709,,,,,,,,,,,,
B3,P3,0.32,30.9750161610915,3.67251287343915,4.11538052232654,3.62299778295736,2.18164303244011,0.198932533299226,2.8973477134252,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B3,P3,0.375,31.9473859025161,4.09861762338936,2.87739614522161,3.20765278017975,2.14048106301074,0.248597063949241,3.52605116195426,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B3,P3,0.508,31.7937822274,3.97418235413214,3.98721634489126,2.62563391439516,1.76033054236989,0.377692218326574,3.648488280444,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B3,P3,0.498,32.5060090133761,4.31562926486473,2.32806774307229,3.50547507638009,2.13522987847074,0.316387066570293,3.53785234058405,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B3,P3,0.479,35.3301522143987,5.11821774818846,1.94428773078306,2.49533383192031,2.37647904784807,0.409635403483422,4.93324449252916,Left1,Type2,N/A,Cal_EL1000Avg_3034,20180709,,,,,,,,,,,,
B3,P3,0.473,36.1422526621406,4.75649401510975,2.1695015413021,2.97076698124425,2.49282214283804,0.338308581269663,4.64526054170967,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B3,P3,0.482,35.2313680068711,4.6691415045329,4.88605589499096,3.64608823724078,2.3023242422836,0.336081725091528,4.84282368045441,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
B3,P3,0.464,36.9609944676794,4.91797657979886,2.92165366241424,2.8478934253977,2.56057226295643,0.403573798353803,4.54434705460326,Left1,Type2,N/A,Cal_EL1000Avg_3539,20180709,,,,,,,,,,,,
